,sentence,bigrams,trigrams
2379,ليس صحي خلط جوج برو في وجبه واحده,"[('ليس', 'صحي'), ('صحي', 'خلط'), ('خلط', 'جوج'), ('جوج', 'برو'), ('برو', 'في'), ('في', 'وجبه'), ('وجبه', 'واحده')]","[('ليس', 'صحي', 'خلط'), ('صحي', 'خلط', 'جوج'), ('خلط', 'جوج', 'برو'), ('جوج', 'برو', 'في'), ('برو', 'في', 'وجبه'), ('في', 'وجبه', 'واحده')]"
2380,والله شها,"[('والله', 'شها')]",[]
2381,اكل مغربي احسن اكل,"[('اكل', 'مغربي'), ('مغربي', 'احسن'), ('احسن', 'اكل')]","[('اكل', 'مغربي', 'احسن'), ('مغربي', 'احسن', 'اكل')]"
2382,هذا هو سندويتش صراحه,"[('هذا', 'هو'), ('هو', 'سندويتش'), ('سندويتش', 'صراحه')]","[('هذا', 'هو', 'سندويتش'), ('هو', 'سندويتش', 'صراحه')]"
2383,يدكر بطون ولحرور لي نديرو فلمغرب تحيه طيبه لكل شعب تونسي لعزيز,"[('يدكر', 'بطون'), ('بطون', 'ولحرور'), ('ولحرور', 'لي'), ('لي', 'نديرو'), ('نديرو', 'فلمغرب'), ('فلمغرب', 'تحيه'), ('تحيه', 'طيبه'), ('طيبه', 'لكل'), ('لكل', 'شعب'), ('شعب', 'تونسي'), ('تونسي', 'لعزيز')]","[('يدكر', 'بطون', 'ولحرور'), ('بطون', 'ولحرور', 'لي'), ('ولحرور', 'لي', 'نديرو'), ('لي', 'نديرو', 'فلمغرب'), ('نديرو', 'فلمغرب', 'تحيه'), ('فلمغرب', 'تحيه', 'طيبه'), ('تحيه', 'طيبه', 'لكل'), ('طيبه', 'لكل', 'شعب'), ('لكل', 'شعب', 'تونسي'), ('شعب', 'تونسي', 'لعزيز')]"
2384,اخي سرد خطر مع بيض اي عضم تونسي لاعلاقه لكم اكل لعضم مع سرد ههه,"[('اخي', 'سرد'), ('سرد', 'خطر'), ('خطر', 'مع'), ('مع', 'بيض'), ('بيض', 'اي'), ('اي', 'عضم'), ('عضم', 'تونسي'), ('تونسي', 'لاعلاقه'), ('لاعلاقه', 'لكم'), ('لكم', 'اكل'), ('اكل', 'لعضم'), ('لعضم', 'مع'), ('مع', 'سرد'), ('سرد', 'ههه')]","[('اخي', 'سرد', 'خطر'), ('سرد', 'خطر', 'مع'), ('خطر', 'مع', 'بيض'), ('مع', 'بيض', 'اي'), ('بيض', 'اي', 'عضم'), ('اي', 'عضم', 'تونسي'), ('عضم', 'تونسي', 'لاعلاقه'), ('تونسي', 'لاعلاقه', 'لكم'), ('لاعلاقه', 'لكم', 'اكل'), ('لكم', 'اكل', 'لعضم'), ('اكل', 'لعضم', 'مع'), ('لعضم', 'مع', 'سرد'), ('مع', 'سرد', 'ههه')]"
2385,بيض و سرد ههه,"[('بيض', 'و'), ('و', 'سرد'), ('سرد', 'ههه')]","[('بيض', 'و', 'سرد'), ('و', 'سرد', 'ههه')]"
2386,والله حرام عليك تشهي فيا هكا علاه روعه كسكروت,"[('والله', 'حرام'), ('حرام', 'عليك'), ('عليك', 'تشهي'), ('تشهي', 'فيا'), ('فيا', 'هكا'), ('هكا', 'علاه'), ('علاه', 'روعه'), ('روعه', 'كسكروت')]","[('والله', 'حرام', 'عليك'), ('حرام', 'عليك', 'تشهي'), ('عليك', 'تشهي', 'فيا'), ('تشهي', 'فيا', 'هكا'), ('فيا', 'هكا', 'علاه'), ('هكا', 'علاه', 'روعه'), ('علاه', 'روعه', 'كسكروت')]"
2387,واحد يترجم لان اي شي مافهمت من كركست لبلبي,"[('واحد', 'يترجم'), ('يترجم', 'لان'), ('لان', 'اي'), ('اي', 'شي'), ('شي', 'مافهمت'), ('مافهمت', 'من'), ('من', 'كركست'), ('كركست', 'لبلبي')]","[('واحد', 'يترجم', 'لان'), ('يترجم', 'لان', 'اي'), ('لان', 'اي', 'شي'), ('اي', 'شي', 'مافهمت'), ('شي', 'مافهمت', 'من'), ('مافهمت', 'من', 'كركست'), ('من', 'كركست', 'لبلبي')]"
2388,اكل تونسي خالوطه لي خلق ربي فالكسكروط,"[('اكل', 'تونسي'), ('تونسي', 'خالوطه'), ('خالوطه', 'لي'), ('لي', 'خلق'), ('خلق', 'ربي'), ('ربي', 'فالكسكروط')]","[('اكل', 'تونسي', 'خالوطه'), ('تونسي', 'خالوطه', 'لي'), ('خالوطه', 'لي', 'خلق'), ('لي', 'خلق', 'ربي'), ('خلق', 'ربي', 'فالكسكروط')]"
2389,انا لا احب تعليق غير في محل بكري في بومرشي اي مدينه سطيف كان شيخ كلي يبيع حمص لذيذ الذي كان ناس كلهم يحبذونه نطلب تعليق ,"[('انا', 'لا'), ('لا', 'احب'), ('احب', 'تعليق'), ('تعليق', 'غير'), ('غير', 'في'), ('في', 'محل'), ('محل', 'بكري'), ('بكري', 'في'), ('في', 'بومرشي'), ('بومرشي', 'اي'), ('اي', 'مدينه'), ('مدينه', 'سطيف'), ('سطيف', 'كان'), ('كان', 'شيخ'), ('شيخ', 'كلي'), ('كلي', 'يبيع'), ('يبيع', 'حمص'), ('حمص', 'لذيذ'), ('لذيذ', 'الذي'), ('الذي', 'كان'), ('كان', 'ناس'), ('ناس', 'كلهم'), ('كلهم', 'يحبذونه'), ('يحبذونه', 'نطلب'), ('نطلب', 'تعليق'), ('تعليق', '')]","[('انا', 'لا', 'احب'), ('لا', 'احب', 'تعليق'), ('احب', 'تعليق', 'غير'), ('تعليق', 'غير', 'في'), ('غير', 'في', 'محل'), ('في', 'محل', 'بكري'), ('محل', 'بكري', 'في'), ('بكري', 'في', 'بومرشي'), ('في', 'بومرشي', 'اي'), ('بومرشي', 'اي', 'مدينه'), ('اي', 'مدينه', 'سطيف'), ('مدينه', 'سطيف', 'كان'), ('سطيف', 'كان', 'شيخ'), ('كان', 'شيخ', 'كلي'), ('شيخ', 'كلي', 'يبيع'), ('كلي', 'يبيع', 'حمص'), ('يبيع', 'حمص', 'لذيذ'), ('حمص', 'لذيذ', 'الذي'), ('لذيذ', 'الذي', 'كان'), ('الذي', 'كان', 'ناس'), ('كان', 'ناس', 'كلهم'), ('ناس', 'كلهم', 'يحبذونه'), ('كلهم', 'يحبذونه', 'نطلب'), ('يحبذونه', 'نطلب', 'تعليق'), ('نطلب', 'تعليق', '')]"
2390,بيض وسمك متل غاز مع نار ,"[('بيض', 'وسمك'), ('وسمك', 'متل'), ('متل', 'غاز'), ('غاز', 'مع'), ('مع', 'نار'), ('نار', '')]","[('بيض', 'وسمك', 'متل'), ('وسمك', 'متل', 'غاز'), ('متل', 'غاز', 'مع'), ('غاز', 'مع', 'نار'), ('مع', 'نار', '')]"
2391,اعععععععععععععع لكان نكل نريح يمات في سبيطار,"[('اعععععععععععععع', 'لكان'), ('لكان', 'نكل'), ('نكل', 'نريح'), ('نريح', 'يمات'), ('يمات', 'في'), ('في', 'سبيطار')]","[('اعععععععععععععع', 'لكان', 'نكل'), ('لكان', 'نكل', 'نريح'), ('نكل', 'نريح', 'يمات'), ('نريح', 'يمات', 'في'), ('يمات', 'في', 'سبيطار')]"
2392,هذا كسكروت بنزرتي من مفروض تصور في بنزرت,"[('هذا', 'كسكروت'), ('كسكروت', 'بنزرتي'), ('بنزرتي', 'من'), ('من', 'مفروض'), ('مفروض', 'تصور'), ('تصور', 'في'), ('في', 'بنزرت')]","[('هذا', 'كسكروت', 'بنزرتي'), ('كسكروت', 'بنزرتي', 'من'), ('بنزرتي', 'من', 'مفروض'), ('من', 'مفروض', 'تصور'), ('مفروض', 'تصور', 'في'), ('تصور', 'في', 'بنزرت')]"
2393,وجبه ممتازه اعبي كمال اجسام بس طعم واضح غير لذيذ ,"[('وجبه', 'ممتازه'), ('ممتازه', 'اعبي'), ('اعبي', 'كمال'), ('كمال', 'اجسام'), ('اجسام', 'بس'), ('بس', 'طعم'), ('طعم', 'واضح'), ('واضح', 'غير'), ('غير', 'لذيذ'), ('لذيذ', '')]","[('وجبه', 'ممتازه', 'اعبي'), ('ممتازه', 'اعبي', 'كمال'), ('اعبي', 'كمال', 'اجسام'), ('كمال', 'اجسام', 'بس'), ('اجسام', 'بس', 'طعم'), ('بس', 'طعم', 'واضح'), ('طعم', 'واضح', 'غير'), ('واضح', 'غير', 'لذيذ'), ('غير', 'لذيذ', '')]"
2394,هذه ساندويشه لا علاقه لها بعالم ساندويش لانه كيف بيض و سمك و حمص مسلوق يكون داخل ساندويش واحد,"[('هذه', 'ساندويشه'), ('ساندويشه', 'لا'), ('لا', 'علاقه'), ('علاقه', 'لها'), ('لها', 'بعالم'), ('بعالم', 'ساندويش'), ('ساندويش', 'لانه'), ('لانه', 'كيف'), ('كيف', 'بيض'), ('بيض', 'و'), ('و', 'سمك'), ('سمك', 'و'), ('و', 'حمص'), ('حمص', 'مسلوق'), ('مسلوق', 'يكون'), ('يكون', 'داخل'), ('داخل', 'ساندويش'), ('ساندويش', 'واحد')]","[('هذه', 'ساندويشه', 'لا'), ('ساندويشه', 'لا', 'علاقه'), ('لا', 'علاقه', 'لها'), ('علاقه', 'لها', 'بعالم'), ('لها', 'بعالم', 'ساندويش'), ('بعالم', 'ساندويش', 'لانه'), ('ساندويش', 'لانه', 'كيف'), ('لانه', 'كيف', 'بيض'), ('كيف', 'بيض', 'و'), ('بيض', 'و', 'سمك'), ('و', 'سمك', 'و'), ('سمك', 'و', 'حمص'), ('و', 'حمص', 'مسلوق'), ('حمص', 'مسلوق', 'يكون'), ('مسلوق', 'يكون', 'داخل'), ('يكون', 'داخل', 'ساندويش'), ('داخل', 'ساندويش', 'واحد')]"
2395,او زعمه ايدييه نظيفه كشي صبعه دخل في خشمه و الي في  اوو بالك عنده حبه او حكها بظوافره اعععععع ملي خمج علي خمجججج,"[('او', 'زعمه'), ('زعمه', 'ايدييه'), ('ايدييه', 'نظيفه'), ('نظيفه', 'كشي'), ('كشي', 'صبعه'), ('صبعه', 'دخل'), ('دخل', 'في'), ('في', 'خشمه'), ('خشمه', 'و'), ('و', 'الي'), ('الي', 'في'), ('في', ''), ('', 'اوو'), ('اوو', 'بالك'), ('بالك', 'عنده'), ('عنده', 'حبه'), ('حبه', 'او'), ('او', 'حكها'), ('حكها', 'بظوافره'), ('بظوافره', 'اعععععع'), ('اعععععع', 'ملي'), ('ملي', 'خمج'), ('خمج', 'علي'), ('علي', 'خمجججج')]","[('او', 'زعمه', 'ايدييه'), ('زعمه', 'ايدييه', 'نظيفه'), ('ايدييه', 'نظيفه', 'كشي'), ('نظيفه', 'كشي', 'صبعه'), ('كشي', 'صبعه', 'دخل'), ('صبعه', 'دخل', 'في'), ('دخل', 'في', 'خشمه'), ('في', 'خشمه', 'و'), ('خشمه', 'و', 'الي'), ('و', 'الي', 'في'), ('الي', 'في', ''), ('في', '', 'اوو'), ('', 'اوو', 'بالك'), ('اوو', 'بالك', 'عنده'), ('بالك', 'عنده', 'حبه'), ('عنده', 'حبه', 'او'), ('حبه', 'او', 'حكها'), ('او', 'حكها', 'بظوافره'), ('حكها', 'بظوافره', 'اعععععع'), ('بظوافره', 'اعععععع', 'ملي'), ('اعععععع', 'ملي', 'خمج'), ('ملي', 'خمج', 'علي'), ('خمج', 'علي', 'خمجججج')]"
2396,والله لو صرت ماكل هالساندوش راح اموت شو هالقرف سرد وبيض واللي بيعمل ساندوش بايده من غير قفاز شيء مقرف,"[('والله', 'لو'), ('لو', 'صرت'), ('صرت', 'ماكل'), ('ماكل', 'هالساندوش'), ('هالساندوش', 'راح'), ('راح', 'اموت'), ('اموت', 'شو'), ('شو', 'هالقرف'), ('هالقرف', 'سرد'), ('سرد', 'وبيض'), ('وبيض', 'واللي'), ('واللي', 'بيعمل'), ('بيعمل', 'ساندوش'), ('ساندوش', 'بايده'), ('بايده', 'من'), ('من', 'غير'), ('غير', 'قفاز'), ('قفاز', 'شيء'), ('شيء', 'مقرف')]","[('والله', 'لو', 'صرت'), ('لو', 'صرت', 'ماكل'), ('صرت', 'ماكل', 'هالساندوش'), ('ماكل', 'هالساندوش', 'راح'), ('هالساندوش', 'راح', 'اموت'), ('راح', 'اموت', 'شو'), ('اموت', 'شو', 'هالقرف'), ('شو', 'هالقرف', 'سرد'), ('هالقرف', 'سرد', 'وبيض'), ('سرد', 'وبيض', 'واللي'), ('وبيض', 'واللي', 'بيعمل'), ('واللي', 'بيعمل', 'ساندوش'), ('بيعمل', 'ساندوش', 'بايده'), ('ساندوش', 'بايده', 'من'), ('بايده', 'من', 'غير'), ('من', 'غير', 'قفاز'), ('غير', 'قفاز', 'شيء'), ('قفاز', 'شيء', 'مقرف')]"
2397,لا ناكل سرد مع بيض او لبن يسبب في بعض امراض جلديه اقل حساسيه حكه حذاري  سرد مقلي او مشوي او كوير او عادي في طجين مع ليم بهار اما سرد مع بيض او لعظم كما تقول لا انصح به احدا يا لي كانبيع هاد شيء حذاري دير بيض لوحده او او سرد وحده اما مجموع لا,"[('لا', 'ناكل'), ('ناكل', 'سرد'), ('سرد', 'مع'), ('مع', 'بيض'), ('بيض', 'او'), ('او', 'لبن'), ('لبن', 'يسبب'), ('يسبب', 'في'), ('في', 'بعض'), ('بعض', 'امراض'), ('امراض', 'جلديه'), ('جلديه', 'اقل'), ('اقل', 'حساسيه'), ('حساسيه', 'حكه'), ('حكه', 'حذاري'), ('حذاري', ''), ('', 'سرد'), ('سرد', 'مقلي'), ('مقلي', 'او'), ('او', 'مشوي'), ('مشوي', 'او'), ('او', 'كوير'), ('كوير', 'او'), ('او', 'عادي'), ('عادي', 'في'), ('في', 'طجين'), ('طجين', 'مع'), ('مع', 'ليم'), ('ليم', 'بهار'), ('بهار', 'اما'), ('اما', 'سرد'), ('سرد', 'مع'), ('مع', 'بيض'), ('بيض', 'او'), ('او', 'لعظم'), ('لعظم', 'كما'), ('كما', 'تقول'), ('تقول', 'لا'), ('لا', 'انصح'), ('انصح', 'به'), ('به', 'احدا'), ('احدا', 'يا'), ('يا', 'لي'), ('لي', 'كانبيع'), ('كانبيع', 'هاد'), ('هاد', 'شيء'), ('شيء', 'حذاري'), ('حذاري', 'دير'), ('دير', 'بيض'), ('بيض', 'لوحده'), ('لوحده', 'او'), ('او', 'او'), ('او', 'سرد'), ('سرد', 'وحده'), ('وحده', 'اما'), ('اما', 'مجموع'), ('مجموع', 'لا')]","[('لا', 'ناكل', 'سرد'), ('ناكل', 'سرد', 'مع'), ('سرد', 'مع', 'بيض'), ('مع', 'بيض', 'او'), ('بيض', 'او', 'لبن'), ('او', 'لبن', 'يسبب'), ('لبن', 'يسبب', 'في'), ('يسبب', 'في', 'بعض'), ('في', 'بعض', 'امراض'), ('بعض', 'امراض', 'جلديه'), ('امراض', 'جلديه', 'اقل'), ('جلديه', 'اقل', 'حساسيه'), ('اقل', 'حساسيه', 'حكه'), ('حساسيه', 'حكه', 'حذاري'), ('حكه', 'حذاري', ''), ('حذاري', '', 'سرد'), ('', 'سرد', 'مقلي'), ('سرد', 'مقلي', 'او'), ('مقلي', 'او', 'مشوي'), ('او', 'مشوي', 'او'), ('مشوي', 'او', 'كوير'), ('او', 'كوير', 'او'), ('كوير', 'او', 'عادي'), ('او', 'عادي', 'في'), ('عادي', 'في', 'طجين'), ('في', 'طجين', 'مع'), ('طجين', 'مع', 'ليم'), ('مع', 'ليم', 'بهار'), ('ليم', 'بهار', 'اما'), ('بهار', 'اما', 'سرد'), ('اما', 'سرد', 'مع'), ('سرد', 'مع', 'بيض'), ('مع', 'بيض', 'او'), ('بيض', 'او', 'لعظم'), ('او', 'لعظم', 'كما'), ('لعظم', 'كما', 'تقول'), ('كما', 'تقول', 'لا'), ('تقول', 'لا', 'انصح'), ('لا', 'انصح', 'به'), ('انصح', 'به', 'احدا'), ('به', 'احدا', 'يا'), ('احدا', 'يا', 'لي'), ('يا', 'لي', 'كانبيع'), ('لي', 'كانبيع', 'هاد'), ('كانبيع', 'هاد', 'شيء'), ('هاد', 'شيء', 'حذاري'), ('شيء', 'حذاري', 'دير'), ('حذاري', 'دير', 'بيض'), ('دير', 'بيض', 'لوحده'), ('بيض', 'لوحده', 'او'), ('لوحده', 'او', 'او'), ('او', 'او', 'سرد'), ('او', 'سرد', 'وحده'), ('سرد', 'وحده', 'اما'), ('وحده', 'اما', 'مجموع'), ('اما', 'مجموع', 'لا')]"
2398,هذي هريسه بشويه حبز,"[('هذي', 'هريسه'), ('هريسه', 'بشويه'), ('بشويه', 'حبز')]","[('هذي', 'هريسه', 'بشويه'), ('هريسه', 'بشويه', 'حبز')]"
2399,هذا لا اكل و لا هم يحزن فقط يملا بطن,"[('هذا', 'لا'), ('لا', 'اكل'), ('اكل', 'و'), ('و', 'لا'), ('لا', 'هم'), ('هم', 'يحزن'), ('يحزن', 'فقط'), ('فقط', 'يملا'), ('يملا', 'بطن')]","[('هذا', 'لا', 'اكل'), ('لا', 'اكل', 'و'), ('اكل', 'و', 'لا'), ('و', 'لا', 'هم'), ('لا', 'هم', 'يحزن'), ('هم', 'يحزن', 'فقط'), ('يحزن', 'فقط', 'يملا'), ('فقط', 'يملا', 'بطن')]"
2400,تجربه دانماركيه يزح,"[('تجربه', 'دانماركيه'), ('دانماركيه', 'يزح')]","[('تجربه', 'دانماركيه', 'يزح')]"
2401,كسكروط هادا لازم تكون عندك بطن تاع حلوف ,"[('كسكروط', 'هادا'), ('هادا', 'لازم'), ('لازم', 'تكون'), ('تكون', 'عندك'), ('عندك', 'بطن'), ('بطن', 'تاع'), ('تاع', 'حلوف'), ('حلوف', '')]","[('كسكروط', 'هادا', 'لازم'), ('هادا', 'لازم', 'تكون'), ('لازم', 'تكون', 'عندك'), ('تكون', 'عندك', 'بطن'), ('عندك', 'بطن', 'تاع'), ('بطن', 'تاع', 'حلوف'), ('تاع', 'حلوف', '')]"
2402,بيض وسرد مرحبا برص,"[('بيض', 'وسرد'), ('وسرد', 'مرحبا'), ('مرحبا', 'برص')]","[('بيض', 'وسرد', 'مرحبا'), ('وسرد', 'مرحبا', 'برص')]"
2403,كسكروت كول و حطير ,"[('كسكروت', 'كول'), ('كول', 'و'), ('و', 'حطير'), ('حطير', '')]","[('كسكروت', 'كول', 'و'), ('كول', 'و', 'حطير'), ('و', 'حطير', '')]"
2404,هريسه حمص سردين بيض مسلوق سعر حراريه مليار ههه هذه قنبله و ليست بسندويش,"[('هريسه', 'حمص'), ('حمص', 'سردين'), ('سردين', 'بيض'), ('بيض', 'مسلوق'), ('مسلوق', 'سعر'), ('سعر', 'حراريه'), ('حراريه', 'مليار'), ('مليار', 'ههه'), ('ههه', 'هذه'), ('هذه', 'قنبله'), ('قنبله', 'و'), ('و', 'ليست'), ('ليست', 'بسندويش')]","[('هريسه', 'حمص', 'سردين'), ('حمص', 'سردين', 'بيض'), ('سردين', 'بيض', 'مسلوق'), ('بيض', 'مسلوق', 'سعر'), ('مسلوق', 'سعر', 'حراريه'), ('سعر', 'حراريه', 'مليار'), ('حراريه', 'مليار', 'ههه'), ('مليار', 'ههه', 'هذه'), ('ههه', 'هذه', 'قنبله'), ('هذه', 'قنبله', 'و'), ('قنبله', 'و', 'ليست'), ('و', 'ليست', 'بسندويش')]"
