,sentence,bigrams
576,لازم تزور منطقه جاز سعوديه اكل غريب وحلو او ممكن تمشي جنوب مره وحده لان مدن قريب من بعض ,"[('لازم', 'تزور'), ('تزور', 'منطقه'), ('منطقه', 'جاز'), ('جاز', 'سعوديه'), ('سعوديه', 'اكل'), ('اكل', 'غريب'), ('غريب', 'وحلو'), ('وحلو', 'او'), ('او', 'ممكن'), ('ممكن', 'تمشي'), ('تمشي', 'جنوب'), ('جنوب', 'مره'), ('مره', 'وحده'), ('وحده', 'لان'), ('لان', 'مدن'), ('مدن', 'قريب'), ('قريب', 'من'), ('من', 'بعض'), ('بعض', '')]"
577, تونس,"[('', 'تونس')]"
578,عجبك الكسكسي التونسي,"[('عجبك', 'الكسكسي'), ('الكسكسي', 'التونسي')]"
579,روعه,[]
580,ما هذا يا اهل تونس الله الله علي كرم وطيب اخلاق وجمال بلدكم كل الحب احترم واجمل تحيه لكم من اردن,"[('ما', 'هذا'), ('هذا', 'يا'), ('يا', 'اهل'), ('اهل', 'تونس'), ('تونس', 'الله'), ('الله', 'الله'), ('الله', 'علي'), ('علي', 'كرم'), ('كرم', 'وطيب'), ('وطيب', 'اخلاق'), ('اخلاق', 'وجمال'), ('وجمال', 'بلدكم'), ('بلدكم', 'كل'), ('كل', 'الحب'), ('الحب', 'احترم'), ('احترم', 'واجمل'), ('واجمل', 'تحيه'), ('تحيه', 'لكم'), ('لكم', 'من'), ('من', 'اردن')]"
581,تونس حبيبه انا من تونس واصلا من جنوب تونس تطاو,"[('تونس', 'حبيبه'), ('حبيبه', 'انا'), ('انا', 'من'), ('من', 'تونس'), ('تونس', 'واصلا'), ('واصلا', 'من'), ('من', 'جنوب'), ('جنوب', 'تونس'), ('تونس', 'تطاو')]"
582,ههه جعنا اسبي,"[('ههه', 'جعنا'), ('جعنا', 'اسبي')]"
583,مزلت مشفتش و ما كليتش برشا اكل تونسيه مرحبا بيك في جنوب تونسي و تفرج مطبقه و بركوكش و و و ,"[('مزلت', 'مشفتش'), ('مشفتش', 'و'), ('و', 'ما'), ('ما', 'كليتش'), ('كليتش', 'برشا'), ('برشا', 'اكل'), ('اكل', 'تونسيه'), ('تونسيه', 'مرحبا'), ('مرحبا', 'بيك'), ('بيك', 'في'), ('في', 'جنوب'), ('جنوب', 'تونسي'), ('تونسي', 'و'), ('و', 'تفرج'), ('تفرج', 'مطبقه'), ('مطبقه', 'و'), ('و', 'بركوكش'), ('بركوكش', 'و'), ('و', 'و'), ('و', 'و'), ('و', '')]"
584,شكون هوني تونسي يستدعا عندو,"[('شكون', 'هوني'), ('هوني', 'تونسي'), ('تونسي', 'يستدعا'), ('يستدعا', 'عندو')]"
585,اكل تونسي يشبه اكل مغربي,"[('اكل', 'تونسي'), ('تونسي', 'يشبه'), ('يشبه', 'اكل'), ('اكل', 'مغربي')]"
586,تحيه لتونس من اشقائ من مصر بلد جميل وشعب طيب اتمني زيارته,"[('تحيه', 'لتونس'), ('لتونس', 'من'), ('من', 'اشقائ'), ('اشقائ', 'من'), ('من', 'مصر'), ('مصر', 'بلد'), ('بلد', 'جميل'), ('جميل', 'وشعب'), ('وشعب', 'طيب'), ('طيب', 'اتمني'), ('اتمني', 'زيارته')]"
587,جزائر,[]
588,ال من تونس يعمل جام,"[('ال', 'من'), ('من', 'تونس'), ('تونس', 'يعمل'), ('يعمل', 'جام')]"
589,درع هو دقيق دخن و هي نبته تشبه قمح,"[('درع', 'هو'), ('هو', 'دقيق'), ('دقيق', 'دخن'), ('دخن', 'و'), ('و', 'هي'), ('هي', 'نبته'), ('نبته', 'تشبه'), ('تشبه', 'قمح')]"
590,الاخ ياس انت انس طيب وكريم ربي يحفظك حبايب قلبي اهل تونس انشالله نزور عن قريب,"[('الاخ', 'ياس'), ('ياس', 'انت'), ('انت', 'انس'), ('انس', 'طيب'), ('طيب', 'وكريم'), ('وكريم', 'ربي'), ('ربي', 'يحفظك'), ('يحفظك', 'حبايب'), ('حبايب', 'قلبي'), ('قلبي', 'اهل'), ('اهل', 'تونس'), ('تونس', 'انشالله'), ('انشالله', 'نزور'), ('نزور', 'عن'), ('عن', 'قريب')]"
591,انا من عشاق مطبخ تونسي وبموت في لبلابي بريك وعصبانان وكسكي عصبان و كفتاجي ملوخيه واطبخ كلشي في بيتي رغم انني مغربيه وعايشه في امريكا في حاجات ما بلاقي في امريكا مثل ملوخيه وزقوقو لكن صديقتي تونسيه في ايطال ربي يحفظ لما تنزل تونس تبعثلي حاج انصح ناس لازم يتعرف علي مطابخ عربيه لان راءعه,"[('انا', 'من'), ('من', 'عشاق'), ('عشاق', 'مطبخ'), ('مطبخ', 'تونسي'), ('تونسي', 'وبموت'), ('وبموت', 'في'), ('في', 'لبلابي'), ('لبلابي', 'بريك'), ('بريك', 'وعصبانان'), ('وعصبانان', 'وكسكي'), ('وكسكي', 'عصبان'), ('عصبان', 'و'), ('و', 'كفتاجي'), ('كفتاجي', 'ملوخيه'), ('ملوخيه', 'واطبخ'), ('واطبخ', 'كلشي'), ('كلشي', 'في'), ('في', 'بيتي'), ('بيتي', 'رغم'), ('رغم', 'انني'), ('انني', 'مغربيه'), ('مغربيه', 'وعايشه'), ('وعايشه', 'في'), ('في', 'امريكا'), ('امريكا', 'في'), ('في', 'حاجات'), ('حاجات', 'ما'), ('ما', 'بلاقي'), ('بلاقي', 'في'), ('في', 'امريكا'), ('امريكا', 'مثل'), ('مثل', 'ملوخيه'), ('ملوخيه', 'وزقوقو'), ('وزقوقو', 'لكن'), ('لكن', 'صديقتي'), ('صديقتي', 'تونسيه'), ('تونسيه', 'في'), ('في', 'ايطال'), ('ايطال', 'ربي'), ('ربي', 'يحفظ'), ('يحفظ', 'لما'), ('لما', 'تنزل'), ('تنزل', 'تونس'), ('تونس', 'تبعثلي'), ('تبعثلي', 'حاج'), ('حاج', 'انصح'), ('انصح', 'ناس'), ('ناس', 'لازم'), ('لازم', 'يتعرف'), ('يتعرف', 'علي'), ('علي', 'مطابخ'), ('مطابخ', 'عربيه'), ('عربيه', 'لان'), ('لان', 'راءعه')]"
592,تحيا تونس,"[('تحيا', 'تونس')]"
593,تونسيه و نحب عرب و الله يوحد الهام تونسيه,"[('تونسيه', 'و'), ('و', 'نحب'), ('نحب', 'عرب'), ('عرب', 'و'), ('و', 'الله'), ('الله', 'يوحد'), ('يوحد', 'الهام'), ('الهام', 'تونسيه')]"
594,ياريت عنوان محل اللي يبيع في دراع قصب,"[('ياريت', 'عنوان'), ('عنوان', 'محل'), ('محل', 'اللي'), ('اللي', 'يبيع'), ('يبيع', 'في'), ('في', 'دراع'), ('دراع', 'قصب')]"
595,تحيه من ليب واهل ليب لي بلدي تاني وبلد اهلي تونس خضراء,"[('تحيه', 'من'), ('من', 'ليب'), ('ليب', 'واهل'), ('واهل', 'ليب'), ('ليب', 'لي'), ('لي', 'بلدي'), ('بلدي', 'تاني'), ('تاني', 'وبلد'), ('وبلد', 'اهلي'), ('اهلي', 'تونس'), ('تونس', 'خضراء')]"
596,اليوم عند امتح بلقصيده صاحب اسمه ابو قاسم شابي تونسي تخبلل,"[('اليوم', 'عند'), ('عند', 'امتح'), ('امتح', 'بلقصيده'), ('بلقصيده', 'صاحب'), ('صاحب', 'اسمه'), ('اسمه', 'ابو'), ('ابو', 'قاسم'), ('قاسم', 'شابي'), ('شابي', 'تونسي'), ('تونسي', 'تخبلل')]"
597,نحب تونس,"[('نحب', 'تونس')]"
598,اذا اجيت عراق جرب قيمه لازم,"[('اذا', 'اجيت'), ('اجيت', 'عراق'), ('عراق', 'جرب'), ('جرب', 'قيمه'), ('قيمه', 'لازم')]"
599,اتمني ان ازور تونس خضراء علش اكل واستمتع اكل تونسي لذيذ و فريد من نوعه,"[('اتمني', 'ان'), ('ان', 'ازور'), ('ازور', 'تونس'), ('تونس', 'خضراء'), ('خضراء', 'علش'), ('علش', 'اكل'), ('اكل', 'واستمتع'), ('واستمتع', 'اكل'), ('اكل', 'تونسي'), ('تونسي', 'لذيذ'), ('لذيذ', 'و'), ('و', 'فريد'), ('فريد', 'من'), ('من', 'نوعه')]"
600,ملوخيه تشبه حناء احتراماتي لاخوان تونسي بس مستحيل اكل لان اشبه حناء,"[('ملوخيه', 'تشبه'), ('تشبه', 'حناء'), ('حناء', 'احتراماتي'), ('احتراماتي', 'لاخوان'), ('لاخوان', 'تونسي'), ('تونسي', 'بس'), ('بس', 'مستحيل'), ('مستحيل', 'اكل'), ('اكل', 'لان'), ('لان', 'اشبه'), ('اشبه', 'حناء')]"
601,وهذي جام في خاطر عصبانانه  اخت من جزائر,"[('وهذي', 'جام'), ('جام', 'في'), ('في', 'خاطر'), ('خاطر', 'عصبانانه'), ('عصبانانه', ''), ('', 'اخت'), ('اخت', 'من'), ('من', 'جزائر')]"
602,اخوي بيض مفيد جدا جدا صدر  بيض نيء اقصد,"[('اخوي', 'بيض'), ('بيض', 'مفيد'), ('مفيد', 'جدا'), ('جدا', 'جدا'), ('جدا', 'صدر'), ('صدر', ''), ('', 'بيض'), ('بيض', 'نيء'), ('نيء', 'اقصد')]"
603,يا باشا حاج زور جزائر,"[('يا', 'باشا'), ('باشا', 'حاج'), ('حاج', 'زور'), ('زور', 'جزائر')]"
604,اكل تونسي قوي ههه,"[('اكل', 'تونسي'), ('تونسي', 'قوي'), ('قوي', 'ههه')]"
605,انا تونسي و افتخر ببلدي و احب من كل قلبي يا بلاد عرب تحيه لكم جميعا,"[('انا', 'تونسي'), ('تونسي', 'و'), ('و', 'افتخر'), ('افتخر', 'ببلدي'), ('ببلدي', 'و'), ('و', 'احب'), ('احب', 'من'), ('من', 'كل'), ('كل', 'قلبي'), ('قلبي', 'يا'), ('يا', 'بلاد'), ('بلاد', 'عرب'), ('عرب', 'تحيه'), ('تحيه', 'لكم'), ('لكم', 'جميعا')]"
606,انا من تونس,"[('انا', 'من'), ('من', 'تونس')]"
607,اهلا وسهلا بك في تونس,"[('اهلا', 'وسهلا'), ('وسهلا', 'بك'), ('بك', 'في'), ('في', 'تونس')]"
608,ياز تونس واهل وكرم,"[('ياز', 'تونس'), ('تونس', 'واهل'), ('واهل', 'وكرم')]"
609,الله يسعد قلبك يا باسل و صحه و هنا ان شاء له انا لفيت تونس بكل ولايات  شعب رائع  بلد رائع ,"[('الله', 'يسعد'), ('يسعد', 'قلبك'), ('قلبك', 'يا'), ('يا', 'باسل'), ('باسل', 'و'), ('و', 'صحه'), ('صحه', 'و'), ('و', 'هنا'), ('هنا', 'ان'), ('ان', 'شاء'), ('شاء', 'له'), ('له', 'انا'), ('انا', 'لفيت'), ('لفيت', 'تونس'), ('تونس', 'بكل'), ('بكل', 'ولايات'), ('ولايات', ''), ('', 'شعب'), ('شعب', 'رائع'), ('رائع', ''), ('', 'بلد'), ('بلد', 'رائع'), ('رائع', '')]"
610,باسل امتي تاكل عصبانان ليبي,"[('باسل', 'امتي'), ('امتي', 'تاكل'), ('تاكل', 'عصبانان'), ('عصبانان', 'ليبي')]"
611,سؤال محير هذا اكل كله بيروح وين ,"[('سؤال', 'محير'), ('محير', 'هذا'), ('هذا', 'اكل'), ('اكل', 'كله'), ('كله', 'بيروح'), ('بيروح', 'وين'), ('وين', '')]"
612,لو سمح فضلا وليس امرا ساويت نشيد من كلماتي و تلحي يا ريت لو تسمعو علي قناتي و تعطو راي,"[('لو', 'سمح'), ('سمح', 'فضلا'), ('فضلا', 'وليس'), ('وليس', 'امرا'), ('امرا', 'ساويت'), ('ساويت', 'نشيد'), ('نشيد', 'من'), ('من', 'كلماتي'), ('كلماتي', 'و'), ('و', 'تلحي'), ('تلحي', 'يا'), ('يا', 'ريت'), ('ريت', 'لو'), ('لو', 'تسمعو'), ('تسمعو', 'علي'), ('علي', 'قناتي'), ('قناتي', 'و'), ('و', 'تعطو'), ('تعطو', 'راي')]"
613,اسماء منور,"[('اسماء', 'منور')]"
614,انا قبل اسبوع كنت في تونسسس وهاي احلي مكان ازوره بحياتي وكل اكل بشهي نصحت 5 كيلو باسبوع من ورا اكل  رجعو ع تونسسسس ,"[('انا', 'قبل'), ('قبل', 'اسبوع'), ('اسبوع', 'كنت'), ('كنت', 'في'), ('في', 'تونسسس'), ('تونسسس', 'وهاي'), ('وهاي', 'احلي'), ('احلي', 'مكان'), ('مكان', 'ازوره'), ('ازوره', 'بحياتي'), ('بحياتي', 'وكل'), ('وكل', 'اكل'), ('اكل', 'بشهي'), ('بشهي', 'نصحت'), ('نصحت', '5'), ('5', 'كيلو'), ('كيلو', 'باسبوع'), ('باسبوع', 'من'), ('من', 'ورا'), ('ورا', 'اكل'), ('اكل', ''), ('', 'رجعو'), ('رجعو', 'ع'), ('ع', 'تونسسسس'), ('تونسسسس', '')]"
615,اول مره نسخف علي عصبانانه مع اني مانوكلش لحم كبش  و زيد علي 4 تع صباح  حرام عليك,"[('اول', 'مره'), ('مره', 'نسخف'), ('نسخف', 'علي'), ('علي', 'عصبانانه'), ('عصبانانه', 'مع'), ('مع', 'اني'), ('اني', 'مانوكلش'), ('مانوكلش', 'لحم'), ('لحم', 'كبش'), ('كبش', ''), ('', 'و'), ('و', 'زيد'), ('زيد', 'علي'), ('علي', '4'), ('4', 'تع'), ('تع', 'صباح'), ('صباح', ''), ('', 'حرام'), ('حرام', 'عليك')]"
616,ليش ماتزور موريتان هي ارض جميله,"[('ليش', 'ماتزور'), ('ماتزور', 'موريتان'), ('موريتان', 'هي'), ('هي', 'ارض'), ('ارض', 'جميله')]"
617,صحهو فرحه,"[('صحهو', 'فرحه')]"
618,اكل في مغرب و حلوي جزائر و تونس حار و هريسه و عجائب مثل مكرونه و سباغيتي,"[('اكل', 'في'), ('في', 'مغرب'), ('مغرب', 'و'), ('و', 'حلوي'), ('حلوي', 'جزائر'), ('جزائر', 'و'), ('و', 'تونس'), ('تونس', 'حار'), ('حار', 'و'), ('و', 'هريسه'), ('هريسه', 'و'), ('و', 'عجائب'), ('عجائب', 'مثل'), ('مثل', 'مكرونه'), ('مكرونه', 'و'), ('و', 'سباغيتي')]"
619,تحيه من جزائر الي امه حبيبه تونس خضراء ,"[('تحيه', 'من'), ('من', 'جزائر'), ('جزائر', 'الي'), ('الي', 'امه'), ('امه', 'حبيبه'), ('حبيبه', 'تونس'), ('تونس', 'خضراء'), ('خضراء', '')]"
620,تحيات لاهل تونساعتب عليك انك روحت تونس و مغرب و ما مريت عالجزائراتمني تزور و تتذوق اكل تبع,"[('تحيات', 'لاهل'), ('لاهل', 'تونساعتب'), ('تونساعتب', 'عليك'), ('عليك', 'انك'), ('انك', 'روحت'), ('روحت', 'تونس'), ('تونس', 'و'), ('و', 'مغرب'), ('مغرب', 'و'), ('و', 'ما'), ('ما', 'مريت'), ('مريت', 'عالجزائراتمني'), ('عالجزائراتمني', 'تزور'), ('تزور', 'و'), ('و', 'تتذوق'), ('تتذوق', 'اكل'), ('اكل', 'تبع')]"
621,انا من تونس و نحب محتوي قناتك,"[('انا', 'من'), ('من', 'تونس'), ('تونس', 'و'), ('و', 'نحب'), ('نحب', 'محتوي'), ('محتوي', 'قناتك')]"
622,تحيه من اردن لاهل تونس كل الحب لتونس واهل وكل عرب افريق,"[('تحيه', 'من'), ('من', 'اردن'), ('اردن', 'لاهل'), ('لاهل', 'تونس'), ('تونس', 'كل'), ('كل', 'الحب'), ('الحب', 'لتونس'), ('لتونس', 'واهل'), ('واهل', 'وكل'), ('وكل', 'عرب'), ('عرب', 'افريق')]"
623,والله تونسي كلش مهضوم  اخت من حمام لنف,"[('والله', 'تونسي'), ('تونسي', 'كلش'), ('كلش', 'مهضوم'), ('مهضوم', ''), ('', 'اخت'), ('اخت', 'من'), ('من', 'حمام'), ('حمام', 'لنف')]"
624,في تونس ناكل سوي حار,"[('في', 'تونس'), ('تونس', 'ناكل'), ('ناكل', 'سوي'), ('سوي', 'حار')]"
625,هذا تونسي جدا محترم وطيب وكريم,"[('هذا', 'تونسي'), ('تونسي', 'جدا'), ('جدا', 'محترم'), ('محترم', 'وطيب'), ('وطيب', 'وكريم')]"
626,جزائر زور,"[('جزائر', 'زور')]"
627,شعب هريسه  مرحبا بكم في تونس,"[('شعب', 'هريسه'), ('هريسه', ''), ('', 'مرحبا'), ('مرحبا', 'بكم'), ('بكم', 'في'), ('في', 'تونس')]"
628,كل الحب من جزائر,"[('كل', 'الحب'), ('الحب', 'من'), ('من', 'جزائر')]"
629,لهي انتو توانسه شعب جميل و طيب احب في الله اخو من تونس ,"[('لهي', 'انتو'), ('انتو', 'توانسه'), ('توانسه', 'شعب'), ('شعب', 'جميل'), ('جميل', 'و'), ('و', 'طيب'), ('طيب', 'احب'), ('احب', 'في'), ('في', 'الله'), ('الله', 'اخو'), ('اخو', 'من'), ('من', 'تونس'), ('تونس', '')]"
630,نحب خوات تونسي برشا برشا الي صاحب تونسي من احسن ناس الي قابلت فلسطين عاشق لتونس,"[('نحب', 'خوات'), ('خوات', 'تونسي'), ('تونسي', 'برشا'), ('برشا', 'برشا'), ('برشا', 'الي'), ('الي', 'صاحب'), ('صاحب', 'تونسي'), ('تونسي', 'من'), ('من', 'احسن'), ('احسن', 'ناس'), ('ناس', 'الي'), ('الي', 'قابلت'), ('قابلت', 'فلسطين'), ('فلسطين', 'عاشق'), ('عاشق', 'لتونس')]"
631,كرشه شغاله عدهم عراق قليل ياكلون اغلب احي نذب ماناكل,"[('كرشه', 'شغاله'), ('شغاله', 'عدهم'), ('عدهم', 'عراق'), ('عراق', 'قليل'), ('قليل', 'ياكلون'), ('ياكلون', 'اغلب'), ('اغلب', 'احي'), ('احي', 'نذب'), ('نذب', 'ماناكل')]"
